707	2394
0 	205	707	100	0:03
0	410	707	100	0:06
0	620	707	110	0:09
0	866	707	100	0:12
0	410	707	100	0:15
0	620	707	110	0:18
0	866	707	100	0:21
0	1085	707	90	0:24
0	1270	707	100	0:27
0	1480	707	60	0:30
0	1643	707	80	0:33
0	410	707	100	0:36
0	620	707	110	0:39
0	866	707	100	0:42
0	1085	707	90	0:45
0	1270	707	100	0:48
0	1643	707	80	0:51
0	1820	707	80	0:54
0	2005	707	100	0:58
0	2210	707	70	0:80
